id,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
27681,divorced,sometimes,no,1.0,private,5 - 10
27682,married,sometimes,yes,1.0,private,> 10
27683,,sometimes,no,2.0,private,> 10
27684,single,never,yes,2.0,private,> 10
27685,married,sometimes,no,,school_bus,5 - 10
27686,married,sometimes,no,1.0,school_bus,5 - 10
27687,married,sometimes,yes,3.0,school_bus,5 - 10
27688,married,sometimes,yes,4.0,private,> 10
27689,divorced,sometimes,no,6.0,school_bus,5 - 10
27690,married,regularly,yes,1.0,school_bus,5 - 10
27691,divorced,regularly,yes,4.0,school_bus,< 5
27692,married,sometimes,no,2.0,private,< 5
27693,married,regularly,no,2.0,school_bus,< 5
27694,single,regularly,yes,1.0,school_bus,< 5
27695,divorced,regularly,yes,3.0,school_bus,> 10
27696,married,sometimes,no,3.0,school_bus,
27697,single,sometimes,no,3.0,school_bus,> 10
27698,single,never,no,2.0,private,> 10
27699,single,regularly,yes,2.0,school_bus,5 - 10
27700,,regularly,yes,,school_bus,
27701,single,sometimes,yes,0.0,,5 - 10
27702,married,never,yes,3.0,school_bus,5 - 10
27703,married,sometimes,yes,3.0,school_bus,5 - 10
27704,divorced,regularly,yes,3.0,private,< 5
27705,single,regularly,,2.0,private,5 - 10
27706,divorced,regularly,no,1.0,school_bus,5 - 10
27707,married,regularly,no,1.0,private,> 10
27708,divorced,sometimes,no,4.0,private,5 - 10
27709,married,regularly,no,1.0,school_bus,5 - 10
27710,married,regularly,yes,2.0,school_bus,< 5
27711,single,sometimes,yes,2.0,school_bus,< 5
27712,married,regularly,no,1.0,school_bus,5 - 10
27713,divorced,never,no,2.0,school_bus,< 5
27714,married,never,yes,2.0,school_bus,5 - 10
27715,single,,yes,1.0,school_bus,5 - 10
27716,married,never,no,3.0,school_bus,5 - 10
27717,married,regularly,no,2.0,school_bus,5 - 10
27718,married,sometimes,no,5.0,school_bus,5 - 10
27719,married,sometimes,yes,7.0,private,> 10
27720,married,sometimes,no,1.0,,< 5
27721,married,sometimes,yes,0.0,private,5 - 10
27722,,sometimes,yes,2.0,private,5 - 10
27723,married,never,yes,1.0,private,5 - 10
27724,single,regularly,yes,1.0,,< 5
27725,single,regularly,no,5.0,school_bus,5 - 10
27726,married,regularly,yes,2.0,school_bus,5 - 10
27727,single,sometimes,no,3.0,,5 - 10
27728,divorced,sometimes,yes,0.0,,5 - 10
27729,single,regularly,yes,3.0,school_bus,5 - 10
27730,married,regularly,no,2.0,school_bus,5 - 10
27731,married,regularly,yes,1.0,,< 5
27732,married,sometimes,yes,3.0,private,5 - 10
27733,married,sometimes,yes,1.0,school_bus,5 - 10
27734,married,regularly,yes,1.0,school_bus,5 - 10
27735,married,sometimes,yes,2.0,school_bus,5 - 10
27736,divorced,sometimes,yes,4.0,school_bus,5 - 10
27737,married,sometimes,yes,1.0,private,5 - 10
27738,married,sometimes,yes,5.0,school_bus,5 - 10
27739,married,sometimes,yes,1.0,school_bus,5 - 10
27740,married,sometimes,yes,1.0,school_bus,
27741,married,sometimes,yes,2.0,,5 - 10
27742,single,never,yes,,school_bus,> 10
27743,married,sometimes,yes,3.0,school_bus,< 5
27744,married,never,yes,1.0,school_bus,
27745,divorced,never,no,4.0,school_bus,> 10
27746,married,sometimes,yes,3.0,,< 5
27747,single,regularly,yes,4.0,private,> 10
27748,single,sometimes,no,,,< 5
27749,married,sometimes,,1.0,school_bus,< 5
27750,divorced,sometimes,yes,2.0,school_bus,5 - 10
27751,married,sometimes,yes,2.0,private,5 - 10
27752,married,sometimes,yes,1.0,school_bus,< 5
27753,married,regularly,yes,3.0,private,5 - 10
27754,divorced,sometimes,yes,1.0,school_bus,< 5
27755,married,regularly,yes,1.0,school_bus,5 - 10
27756,single,regularly,yes,1.0,school_bus,5 - 10
27757,married,sometimes,yes,2.0,private,5 - 10
27758,divorced,regularly,yes,,private,< 5
27759,married,sometimes,yes,1.0,school_bus,> 10
27760,married,regularly,yes,2.0,private,> 10
27761,divorced,never,yes,3.0,school_bus,5 - 10
27762,married,regularly,yes,2.0,school_bus,5 - 10
27763,divorced,sometimes,yes,2.0,school_bus,< 5
27764,married,sometimes,yes,2.0,school_bus,
27765,,sometimes,yes,1.0,school_bus,< 5
27766,single,sometimes,yes,0.0,,5 - 10
27767,divorced,sometimes,yes,3.0,school_bus,5 - 10
27768,married,never,yes,,private,< 5
27769,married,never,yes,2.0,school_bus,5 - 10
27770,married,regularly,yes,2.0,,5 - 10
27771,married,regularly,yes,3.0,school_bus,5 - 10
27772,married,never,no,2.0,school_bus,5 - 10
27773,married,sometimes,yes,0.0,school_bus,5 - 10
27774,single,never,yes,1.0,private,5 - 10
27775,married,sometimes,yes,2.0,school_bus,
27776,married,sometimes,no,3.0,school_bus,5 - 10
27777,married,never,no,4.0,school_bus,5 - 10
27778,married,never,no,1.0,private,> 10
27779,married,sometimes,yes,4.0,,5 - 10
27780,married,sometimes,,3.0,school_bus,5 - 10
27781,single,regularly,yes,0.0,private,5 - 10
27782,,never,yes,3.0,private,5 - 10
27783,married,sometimes,yes,1.0,private,> 10
27784,married,sometimes,no,1.0,school_bus,5 - 10
27785,married,regularly,yes,3.0,school_bus,5 - 10
27786,married,regularly,yes,1.0,school_bus,> 10
27787,married,regularly,no,2.0,private,< 5
27788,married,regularly,yes,5.0,private,< 5
27789,married,regularly,no,3.0,,> 10
27790,single,sometimes,yes,5.0,private,< 5
27791,married,sometimes,yes,4.0,private,5 - 10
27792,single,sometimes,no,3.0,school_bus,< 5
27793,single,regularly,yes,2.0,school_bus,5 - 10
27794,married,sometimes,no,1.0,private,5 - 10
27795,single,sometimes,yes,2.0,private,5 - 10
27796,married,never,no,3.0,,5 - 10
27797,divorced,regularly,no,2.0,private,> 10
27798,divorced,regularly,yes,1.0,school_bus,< 5
27799,married,never,no,,,< 5
27800,widowed,regularly,no,1.0,school_bus,5 - 10
27801,married,regularly,,3.0,school_bus,5 - 10
27802,single,sometimes,yes,0.0,school_bus,5 - 10
27803,married,sometimes,yes,3.0,private,> 10
27804,single,regularly,yes,1.0,school_bus,> 10
27805,married,regularly,yes,,school_bus,5 - 10
27806,married,never,no,4.0,school_bus,5 - 10
27807,married,regularly,yes,1.0,private,5 - 10
27808,married,never,yes,2.0,school_bus,5 - 10
27809,married,regularly,yes,2.0,school_bus,> 10
27810,married,regularly,yes,3.0,,5 - 10
27811,single,sometimes,yes,2.0,school_bus,> 10
27812,divorced,sometimes,yes,0.0,school_bus,> 10
27813,married,sometimes,yes,2.0,school_bus,5 - 10
27814,married,sometimes,,1.0,private,5 - 10
27815,married,regularly,yes,0.0,school_bus,5 - 10
27816,married,never,yes,2.0,private,> 10
27817,divorced,regularly,no,1.0,private,< 5
27818,divorced,regularly,yes,0.0,school_bus,> 10
27819,divorced,regularly,yes,2.0,school_bus,> 10
27820,divorced,regularly,yes,2.0,school_bus,> 10
27821,married,sometimes,no,2.0,school_bus,> 10
27822,married,never,no,2.0,private,5 - 10
27823,,sometimes,no,3.0,private,> 10
27824,married,sometimes,yes,2.0,school_bus,< 5
27825,married,never,no,2.0,private,> 10
27826,married,never,no,1.0,school_bus,5 - 10
27827,married,never,yes,2.0,school_bus,5 - 10
27828,divorced,sometimes,yes,4.0,school_bus,
27829,single,never,no,1.0,private,< 5
27830,married,regularly,no,3.0,private,5 - 10
27831,single,never,yes,2.0,,< 5
27832,married,regularly,yes,,school_bus,> 10
27833,married,regularly,yes,2.0,school_bus,< 5
27834,divorced,regularly,yes,4.0,school_bus,> 10
27835,married,regularly,yes,1.0,school_bus,< 5
27836,married,never,yes,3.0,school_bus,> 10
27837,married,regularly,no,3.0,,5 - 10
27838,single,sometimes,no,1.0,school_bus,5 - 10
27839,married,regularly,yes,2.0,,5 - 10
27840,single,never,yes,0.0,school_bus,> 10
27841,married,sometimes,yes,2.0,school_bus,5 - 10
27842,married,sometimes,no,4.0,school_bus,< 5
27843,married,never,yes,1.0,school_bus,5 - 10
27844,married,sometimes,yes,1.0,private,5 - 10
27845,married,regularly,yes,4.0,school_bus,< 5
27846,married,regularly,yes,0.0,school_bus,5 - 10
27847,single,sometimes,,4.0,private,> 10
27848,married,sometimes,yes,0.0,private,
27849,married,regularly,yes,3.0,school_bus,5 - 10
27850,divorced,sometimes,yes,1.0,school_bus,5 - 10
27851,single,sometimes,,,private,< 5
27852,married,regularly,yes,3.0,,< 5
27853,single,regularly,yes,3.0,,5 - 10
27854,single,sometimes,no,1.0,school_bus,> 10
27855,married,sometimes,no,2.0,school_bus,5 - 10
27856,married,never,yes,1.0,private,5 - 10
27857,married,,no,3.0,private,
27858,married,sometimes,no,2.0,school_bus,> 10
27859,married,regularly,yes,3.0,private,5 - 10
27860,single,sometimes,yes,0.0,school_bus,5 - 10
27861,,regularly,no,2.0,school_bus,
27862,divorced,never,yes,,school_bus,5 - 10
27863,single,sometimes,no,2.0,private,< 5
27864,single,sometimes,yes,1.0,school_bus,
27865,single,regularly,no,1.0,private,> 10
27866,married,sometimes,yes,3.0,,5 - 10
27867,divorced,never,,3.0,school_bus,> 10
27868,widowed,regularly,no,3.0,school_bus,
27869,married,regularly,yes,4.0,school_bus,< 5
27870,divorced,regularly,yes,2.0,,> 10
27871,divorced,sometimes,no,2.0,school_bus,5 - 10
27872,divorced,regularly,no,3.0,school_bus,< 5
27873,single,sometimes,no,2.0,school_bus,5 - 10
27874,divorced,regularly,no,3.0,school_bus,< 5
27875,divorced,regularly,no,1.0,school_bus,5 - 10
27876,married,never,yes,1.0,school_bus,5 - 10
27877,married,sometimes,yes,3.0,private,5 - 10
27878,single,never,yes,4.0,school_bus,> 10
27879,single,regularly,yes,,school_bus,< 5
27880,single,regularly,yes,1.0,school_bus,5 - 10
27881,divorced,regularly,no,3.0,private,< 5
27882,married,sometimes,yes,,school_bus,5 - 10
27883,married,regularly,no,1.0,school_bus,5 - 10
27884,,never,yes,2.0,school_bus,5 - 10
27885,married,sometimes,yes,0.0,private,5 - 10
27886,single,regularly,no,4.0,private,5 - 10
27887,married,sometimes,no,2.0,private,5 - 10
27888,married,sometimes,yes,1.0,,5 - 10
27889,married,sometimes,,,school_bus,> 10
27890,married,regularly,no,3.0,private,5 - 10
27891,,never,yes,2.0,private,< 5
27892,married,regularly,yes,4.0,private,5 - 10
27893,married,sometimes,yes,0.0,private,5 - 10
27894,divorced,never,yes,0.0,school_bus,5 - 10
27895,married,sometimes,yes,1.0,school_bus,5 - 10
27896,single,regularly,yes,2.0,school_bus,> 10
27897,married,sometimes,yes,0.0,school_bus,< 5
27898,single,sometimes,no,3.0,private,< 5
27899,married,regularly,yes,3.0,school_bus,5 - 10
27900,married,sometimes,no,1.0,private,
27901,married,sometimes,yes,2.0,school_bus,5 - 10
27902,divorced,regularly,no,2.0,school_bus,< 5
27903,single,regularly,no,3.0,school_bus,5 - 10
27904,married,sometimes,yes,0.0,school_bus,5 - 10
27905,married,regularly,yes,2.0,school_bus,< 5
27906,married,sometimes,yes,3.0,school_bus,5 - 10
27907,single,regularly,no,1.0,school_bus,< 5
27908,single,regularly,yes,3.0,private,> 10
27909,single,sometimes,yes,4.0,,5 - 10
27910,divorced,sometimes,yes,1.0,,5 - 10
27911,married,regularly,yes,4.0,school_bus,5 - 10
27912,married,sometimes,yes,1.0,school_bus,5 - 10
27913,divorced,regularly,no,3.0,school_bus,< 5
27914,single,sometimes,no,1.0,private,5 - 10
27915,married,regularly,yes,,private,5 - 10
27916,divorced,regularly,yes,1.0,private,5 - 10
27917,married,sometimes,yes,2.0,school_bus,5 - 10
27918,single,sometimes,no,2.0,school_bus,5 - 10
27919,married,,no,4.0,private,
27920,single,sometimes,yes,3.0,private,5 - 10
27921,single,regularly,yes,3.0,school_bus,5 - 10
27922,single,sometimes,no,5.0,private,5 - 10
27923,divorced,regularly,yes,3.0,school_bus,5 - 10
27924,married,sometimes,yes,1.0,,5 - 10
27925,single,regularly,yes,1.0,school_bus,5 - 10
27926,married,regularly,yes,0.0,,< 5
27927,married,never,no,2.0,school_bus,> 10
27928,single,regularly,yes,6.0,private,5 - 10
27929,married,sometimes,yes,3.0,private,> 10
27930,married,regularly,yes,1.0,school_bus,5 - 10
27931,single,regularly,no,1.0,school_bus,5 - 10
27932,married,sometimes,yes,1.0,private,5 - 10
27933,divorced,sometimes,yes,1.0,school_bus,5 - 10
27934,single,never,yes,0.0,school_bus,5 - 10
27935,married,sometimes,no,2.0,private,< 5
27936,divorced,sometimes,no,6.0,,> 10
27937,single,never,no,1.0,private,5 - 10
27938,married,sometimes,yes,3.0,school_bus,5 - 10
27939,married,sometimes,yes,,school_bus,< 5
27940,single,never,yes,0.0,private,5 - 10
27941,married,sometimes,yes,3.0,,< 5
27942,single,never,yes,4.0,,5 - 10
27943,married,sometimes,yes,6.0,school_bus,> 10
27944,divorced,never,no,5.0,private,> 10
27945,single,sometimes,no,4.0,school_bus,5 - 10
27946,married,sometimes,no,2.0,school_bus,5 - 10
27947,married,,yes,3.0,,5 - 10
27948,single,sometimes,yes,7.0,school_bus,> 10
27949,married,,yes,0.0,school_bus,> 10
27950,married,regularly,,2.0,,< 5
27951,divorced,sometimes,no,2.0,school_bus,5 - 10
27952,married,sometimes,yes,4.0,school_bus,5 - 10
27953,married,never,yes,3.0,private,< 5
27954,single,regularly,yes,3.0,private,5 - 10
27955,single,sometimes,no,3.0,school_bus,5 - 10
27956,single,regularly,yes,3.0,school_bus,5 - 10
27957,married,regularly,no,2.0,private,5 - 10
27958,married,sometimes,yes,,school_bus,5 - 10
27959,married,sometimes,yes,2.0,school_bus,< 5
27960,divorced,never,no,3.0,school_bus,< 5
27961,married,regularly,yes,5.0,school_bus,< 5
27962,married,sometimes,yes,4.0,school_bus,< 5
27963,married,regularly,yes,2.0,private,< 5
27964,divorced,sometimes,no,1.0,school_bus,5 - 10
27965,single,sometimes,yes,1.0,school_bus,> 10
27966,divorced,sometimes,yes,3.0,school_bus,5 - 10
27967,married,sometimes,yes,4.0,school_bus,5 - 10
27968,single,sometimes,yes,2.0,school_bus,> 10
27969,divorced,regularly,yes,0.0,school_bus,5 - 10
27970,married,sometimes,yes,0.0,,> 10
27971,married,regularly,yes,2.0,school_bus,5 - 10
27972,married,sometimes,no,2.0,school_bus,5 - 10
27973,divorced,sometimes,yes,2.0,private,< 5
27974,divorced,sometimes,,1.0,private,< 5
27975,divorced,never,no,2.0,private,5 - 10
27976,married,sometimes,no,2.0,school_bus,< 5
27977,single,sometimes,yes,1.0,private,5 - 10
27978,married,sometimes,yes,2.0,school_bus,5 - 10
27979,single,sometimes,yes,2.0,school_bus,< 5
27980,married,regularly,,0.0,school_bus,5 - 10
27981,divorced,regularly,no,3.0,private,5 - 10
27982,single,sometimes,yes,3.0,school_bus,< 5
27983,married,regularly,yes,2.0,private,5 - 10
27984,married,sometimes,yes,2.0,school_bus,5 - 10
27985,single,sometimes,no,3.0,school_bus,5 - 10
27986,married,regularly,yes,2.0,school_bus,> 10
27987,married,regularly,yes,2.0,school_bus,< 5
27988,married,regularly,yes,6.0,school_bus,5 - 10
27989,,sometimes,yes,1.0,private,5 - 10
27990,divorced,never,yes,2.0,school_bus,5 - 10
27991,divorced,sometimes,yes,2.0,school_bus,> 10
27992,married,sometimes,no,4.0,school_bus,5 - 10
27993,married,regularly,yes,1.0,school_bus,5 - 10
27994,married,sometimes,no,3.0,school_bus,< 5
27995,single,regularly,yes,1.0,school_bus,< 5
27996,married,regularly,yes,3.0,private,< 5
27997,married,regularly,yes,3.0,school_bus,> 10
27998,divorced,regularly,no,5.0,private,5 - 10
27999,married,sometimes,yes,1.0,,5 - 10
28000,divorced,never,yes,1.0,school_bus,5 - 10
28001,married,sometimes,yes,6.0,school_bus,5 - 10
28002,married,sometimes,yes,2.0,school_bus,5 - 10
28003,divorced,regularly,no,3.0,private,5 - 10
28004,married,regularly,no,1.0,private,5 - 10
28005,married,regularly,yes,0.0,school_bus,5 - 10
28006,single,sometimes,yes,,,5 - 10
28007,married,sometimes,no,2.0,school_bus,< 5
28008,single,never,yes,3.0,school_bus,> 10
28009,married,sometimes,no,1.0,private,5 - 10
28010,married,never,no,2.0,school_bus,5 - 10
28011,married,sometimes,yes,0.0,,5 - 10
28012,,sometimes,no,3.0,,< 5
28013,divorced,regularly,yes,2.0,private,5 - 10
28014,married,sometimes,yes,5.0,private,5 - 10
28015,single,sometimes,no,2.0,private,< 5
28016,married,sometimes,yes,2.0,private,5 - 10
28017,married,regularly,no,,school_bus,5 - 10
28018,married,sometimes,yes,0.0,school_bus,5 - 10
28019,single,sometimes,yes,4.0,private,5 - 10
28020,married,sometimes,yes,1.0,private,< 5
28021,married,sometimes,no,2.0,school_bus,< 5
28022,single,sometimes,yes,1.0,school_bus,5 - 10
28023,married,sometimes,no,2.0,school_bus,5 - 10
28024,married,never,yes,0.0,private,5 - 10
28025,married,regularly,no,2.0,private,
28026,married,sometimes,yes,2.0,private,> 10
28027,married,regularly,yes,,private,5 - 10
28028,divorced,never,yes,2.0,private,> 10
28029,divorced,regularly,yes,2.0,,5 - 10
28030,single,sometimes,no,2.0,school_bus,5 - 10
28031,single,regularly,yes,2.0,private,5 - 10
28032,married,sometimes,yes,,private,5 - 10
28033,single,regularly,no,2.0,school_bus,< 5
28034,married,sometimes,yes,3.0,school_bus,5 - 10
28035,divorced,regularly,yes,2.0,,< 5
28036,married,sometimes,yes,2.0,private,< 5
28037,married,regularly,yes,3.0,school_bus,5 - 10
28038,married,sometimes,yes,1.0,school_bus,5 - 10
28039,,regularly,yes,0.0,school_bus,5 - 10
28040,married,sometimes,yes,,school_bus,
28041,married,regularly,no,1.0,,< 5
28042,single,regularly,yes,2.0,,5 - 10
28043,married,regularly,no,2.0,private,5 - 10
28044,single,sometimes,yes,2.0,private,5 - 10
28045,single,sometimes,no,3.0,private,< 5
28046,married,sometimes,yes,3.0,school_bus,5 - 10
28047,single,regularly,yes,3.0,private,5 - 10
28048,single,sometimes,yes,4.0,private,
28049,divorced,never,yes,1.0,,5 - 10
28050,single,sometimes,yes,3.0,private,< 5
28051,divorced,regularly,yes,4.0,school_bus,5 - 10
28052,widowed,sometimes,yes,3.0,private,< 5
28053,married,sometimes,yes,5.0,school_bus,5 - 10
28054,married,sometimes,no,1.0,school_bus,> 10
28055,single,sometimes,yes,1.0,private,< 5
28056,married,sometimes,no,1.0,school_bus,
28057,married,never,no,,school_bus,> 10
28058,divorced,sometimes,yes,2.0,school_bus,> 10
28059,single,regularly,yes,2.0,school_bus,5 - 10
28060,married,sometimes,yes,2.0,school_bus,5 - 10
28061,married,regularly,yes,0.0,private,< 5
28062,married,sometimes,yes,3.0,school_bus,> 10
28063,married,regularly,yes,3.0,private,5 - 10
28064,married,sometimes,yes,1.0,private,5 - 10
28065,married,sometimes,yes,2.0,school_bus,5 - 10
28066,married,regularly,yes,1.0,school_bus,5 - 10
28067,married,regularly,yes,3.0,private,< 5
28068,divorced,never,yes,1.0,school_bus,< 5
28069,married,regularly,yes,2.0,school_bus,5 - 10
28070,divorced,sometimes,yes,3.0,private,5 - 10
28071,single,sometimes,yes,3.0,school_bus,< 5
28072,married,sometimes,yes,4.0,school_bus,< 5
28073,married,regularly,no,1.0,school_bus,5 - 10
28074,married,never,no,,,< 5
28075,single,regularly,no,4.0,private,5 - 10
28076,,regularly,yes,2.0,school_bus,5 - 10
28077,single,regularly,no,7.0,private,5 - 10
28078,married,sometimes,yes,0.0,school_bus,< 5
28079,single,regularly,no,3.0,private,> 10
28080,married,regularly,yes,1.0,school_bus,5 - 10
28081,married,regularly,yes,2.0,school_bus,5 - 10
28082,married,sometimes,yes,2.0,private,< 5
28083,divorced,regularly,no,3.0,school_bus,5 - 10
28084,married,sometimes,no,1.0,school_bus,5 - 10
28085,single,sometimes,yes,2.0,school_bus,5 - 10
28086,married,sometimes,no,3.0,school_bus,< 5
28087,divorced,sometimes,yes,3.0,private,> 10
28088,married,regularly,yes,1.0,school_bus,> 10
28089,married,sometimes,no,1.0,private,< 5
28090,single,sometimes,no,3.0,school_bus,5 - 10
28091,married,regularly,yes,3.0,school_bus,< 5
28092,single,sometimes,no,2.0,school_bus,< 5
28093,single,regularly,yes,1.0,private,> 10
28094,single,never,yes,2.0,,5 - 10
28095,single,sometimes,yes,0.0,school_bus,< 5
28096,married,regularly,yes,3.0,,5 - 10
28097,single,sometimes,yes,4.0,school_bus,5 - 10
28098,married,regularly,yes,4.0,private,5 - 10
28099,married,never,no,1.0,school_bus,5 - 10
28100,single,sometimes,yes,,school_bus,
28101,married,sometimes,yes,1.0,,5 - 10
28102,married,sometimes,yes,4.0,private,5 - 10
28103,widowed,regularly,yes,0.0,school_bus,> 10
28104,divorced,regularly,yes,1.0,school_bus,5 - 10
28105,single,sometimes,yes,1.0,school_bus,5 - 10
28106,single,sometimes,yes,0.0,school_bus,5 - 10
28107,married,never,yes,3.0,school_bus,5 - 10
28108,widowed,regularly,yes,2.0,,< 5
28109,married,sometimes,yes,1.0,school_bus,5 - 10
28110,widowed,sometimes,no,5.0,private,5 - 10
28111,divorced,regularly,yes,2.0,school_bus,5 - 10
